 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,, 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,
,,,,,, 中華民國104年底 ,,,,,,,,,,,,,, 中華民國104年底 ,,,,,,,,   單位：人 
 區 域 別 , 性別 , 總     計 , 0 ,,, 1～4 ,,, 5～9 , 10～14 , 15～19 , 20～24 , 25～29 , 30～34 , 35～39 , 40～44 , 45～49 , 50～54 , 55～59 , 60～64 , 65～69 , 70～74 , 75～79 , 80～84 , 85～89 , 90～94 , 95～99 , 100+ 
,,,, 小  計 , 1 , 2 , 3 , 4 ,,,,,,,,,,,,,,,,,,,,
 嘉 義 市 , 男 ," 131,907 "," 1,052 "," 4,689 "," 1,109 "," 1,085 "," 1,298 "," 1,197 "," 6,527 "," 8,439 "," 10,235 "," 9,859 "," 8,993 "," 9,837 "," 10,311 "," 9,211 "," 10,224 "," 10,133 "," 9,068 "," 8,002 "," 5,047 "," 3,529 "," 2,876 "," 2,040 "," 1,290 ", 458 , 72 , 15 
, 女 ," 138,459 ", 998 ," 4,270 "," 1,064 ", 948 ," 1,207 "," 1,051 "," 5,945 "," 7,685 "," 9,512 "," 9,073 "," 8,563 "," 10,264 "," 11,598 "," 10,969 "," 11,210 "," 10,811 "," 9,721 "," 8,733 "," 5,886 "," 4,394 "," 3,957 "," 2,733 "," 1,516 ", 505 , 98 , 18 
, 計 ," 145,346 "," 1,416 "," 5,435 "," 1,560 "," 1,364 "," 1,433 "," 1,078 "," 4,158 "," 4,415 "," 8,287 "," 12,552 "," 11,356 "," 11,680 "," 11,117 "," 10,647 "," 12,000 "," 13,127 "," 13,278 "," 9,806 "," 5,083 "," 3,631 "," 3,133 "," 2,253 "," 1,175 ", 580 , 168 , 49 
 福 建 省 , 男 ," 73,762 ", 753 ," 2,826 ", 799 , 707 , 741 , 579 ," 2,173 "," 2,304 "," 4,212 "," 6,196 "," 5,813 "," 5,787 "," 5,401 "," 5,434 "," 6,248 "," 6,758 "," 7,008 "," 5,096 "," 2,612 "," 1,911 "," 1,573 "," 1,039 ", 382 , 167 , 53 , 16 
, 女 ," 71,584 ", 663 ," 2,609 ", 761 , 657 , 692 , 499 ," 1,985 "," 2,111 "," 4,075 "," 6,356 "," 5,543 "," 5,893 "," 5,716 "," 5,213 "," 5,752 "," 6,369 "," 6,270 "," 4,710 "," 2,471 "," 1,720 "," 1,560 "," 1,214 ", 793 , 413 , 115 , 33 
, 計 ," 132,799 "," 1,272 "," 4,880 "," 1,390 "," 1,230 "," 1,300 ", 960 ," 3,730 "," 3,971 "," 7,560 "," 11,643 "," 10,415 "," 10,640 "," 10,053 "," 9,647 "," 10,977 "," 12,004 "," 12,184 "," 8,982 "," 4,597 "," 3,404 "," 2,930 "," 2,097 "," 1,088 ", 529 , 150 , 46 
 金 門 縣 , 男 ," 66,591 ", 680 ," 2,552 ", 724 , 641 , 669 , 518 ," 1,934 "," 2,060 "," 3,812 "," 5,659 "," 5,274 "," 5,195 "," 4,834 "," 4,857 "," 5,611 "," 6,084 "," 6,339 "," 4,593 "," 2,345 "," 1,766 "," 1,464 ", 975 , 349 , 149 , 46 , 13 
, 女 ," 66,208 ", 592 ," 2,328 ", 666 , 589 , 631 , 442 ," 1,796 "," 1,911 "," 3,748 "," 5,984 "," 5,141 "," 5,445 "," 5,219 "," 4,790 "," 5,366 "," 5,920 "," 5,845 "," 4,389 "," 2,252 "," 1,638 "," 1,466 "," 1,122 ", 739 , 380 , 104 , 33 
, 計 ," 12,547 ", 144 , 555 , 170 , 134 , 133 , 118 , 428 , 444 , 727 , 909 , 941 ," 1,040 "," 1,064 "," 1,000 "," 1,023 "," 1,123 "," 1,094 ", 824 , 486 , 227 , 203 , 156 , 87 , 51 , 18 , 3 
 連 江 縣 , 男 ," 7,171 ", 73 , 274 , 75 , 66 , 72 , 61 , 239 , 244 , 400 , 537 , 539 , 592 , 567 , 577 , 637 , 674 , 669 , 503 , 267 , 145 , 109 , 64 , 33 , 18 , 7 , 3 
, 女 ," 5,376 ", 71 , 281 , 95 , 68 , 61 , 57 , 189 , 200 , 327 , 372 , 402 , 448 , 497 , 423 , 386 , 449 , 425 , 321 , 219 , 82 , 94 , 92 , 54 , 33 , 11 , - 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,內政部戶政司105年1月6日編製
          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
