 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,, 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,
,,,,,, 中華民國99年底 ,,,,,,,,,,,,,, 中華民國99年底 ,,,,,,,,   單位：人 
, 女 ," 1,356,218 "," 8,926 "," 43,667 "," 10,812 "," 10,816 "," 11,328 "," 10,711 "," 55,982 "," 75,267 "," 76,208 "," 74,456 "," 93,748 "," 111,972 "," 109,006 "," 116,817 "," 117,083 "," 115,266 "," 107,690 "," 74,952 "," 52,229 "," 45,494 "," 33,461 "," 24,300 "," 13,516 "," 4,700 "," 1,262 ", 216 
, 計 ," 2,648,419 "," 18,409 "," 98,467 "," 23,360 "," 24,028 "," 25,673 "," 25,406 "," 146,243 "," 193,177 "," 200,204 "," 192,596 "," 224,093 "," 236,399 "," 207,449 "," 218,558 "," 217,976 "," 194,828 "," 166,278 "," 103,715 "," 71,231 "," 60,389 "," 44,765 "," 33,284 "," 14,973 "," 4,305 ", 965 , 115 
 臺 中 市 , 男 ," 1,319,156 "," 9,631 "," 51,329 "," 12,229 "," 12,495 "," 13,258 "," 13,347 "," 75,989 "," 100,526 "," 104,068 "," 99,677 "," 112,874 "," 116,935 "," 99,848 "," 105,560 "," 105,569 "," 95,052 "," 81,079 "," 50,502 "," 33,660 "," 27,725 "," 21,269 "," 17,890 "," 7,686 "," 1,882 ", 360 , 45 
, 女 ," 1,329,263 "," 8,778 "," 47,138 "," 11,131 "," 11,533 "," 12,415 "," 12,059 "," 70,254 "," 92,651 "," 96,136 "," 92,919 "," 111,219 "," 119,464 "," 107,601 "," 112,998 "," 112,407 "," 99,776 "," 85,199 "," 53,213 "," 37,571 "," 32,664 "," 23,496 "," 15,394 "," 7,287 "," 2,423 ", 605 , 70 
, 計 ," 1,873,794 "," 11,051 "," 59,579 "," 14,341 "," 14,775 "," 15,144 "," 15,319 "," 86,087 "," 115,592 "," 126,842 "," 130,300 "," 154,915 "," 163,778 "," 139,151 "," 148,976 "," 158,337 "," 149,674 "," 128,323 "," 83,805 "," 61,356 "," 57,079 "," 46,944 "," 32,292 "," 14,454 "," 4,270 ", 893 , 96 
 臺 南 市 , 男 ," 944,044 "," 5,834 "," 31,002 "," 7,416 "," 7,603 "," 7,951 "," 8,032 "," 44,854 "," 60,511 "," 65,680 "," 67,337 "," 78,370 "," 83,105 "," 69,128 "," 74,528 "," 79,966 "," 76,033 "," 64,936 "," 41,670 "," 29,456 "," 26,202 "," 21,488 "," 15,535 "," 6,427 "," 1,635 ", 308 , 39 
, 女 ," 929,750 "," 5,217 "," 28,577 "," 6,925 "," 7,172 "," 7,193 "," 7,287 "," 41,233 "," 55,081 "," 61,162 "," 62,963 "," 76,545 "," 80,673 "," 70,023 "," 74,448 "," 78,371 "," 73,641 "," 63,387 "," 42,135 "," 31,900 "," 30,877 "," 25,456 "," 16,757 "," 8,027 "," 2,635 ", 585 , 57 
, 計 ," 2,773,483 "," 17,475 "," 89,527 "," 21,487 "," 22,125 "," 22,794 "," 23,121 "," 129,548 "," 172,503 "," 186,913 "," 185,942 "," 226,644 "," 250,771 "," 222,706 "," 227,010 "," 227,616 "," 217,984 "," 201,266 "," 132,138 "," 92,001 "," 75,369 "," 54,699 "," 39,345 "," 18,095 "," 4,825 ", 988 , 118 
 高 雄 市 , 男 ," 1,390,927 "," 9,033 "," 46,525 "," 11,121 "," 11,406 "," 12,016 "," 11,982 "," 67,470 "," 89,584 "," 97,297 "," 96,269 "," 114,608 "," 125,557 "," 110,814 "," 114,305 "," 113,374 "," 106,519 "," 97,239 "," 63,725 "," 44,139 "," 34,411 "," 26,432 "," 21,597 "," 9,293 "," 2,240 ", 437 , 59 
, 女 ," 1,382,556 "," 8,442 "," 43,002 "," 10,366 "," 10,719 "," 10,778 "," 11,139 "," 62,078 "," 82,919 "," 89,616 "," 89,673 "," 112,036 "," 125,214 "," 111,892 "," 112,705 "," 114,242 "," 111,465 "," 104,027 "," 68,413 "," 47,862 "," 40,958 "," 28,267 "," 17,748 "," 8,802 "," 2,585 ", 551 , 59 
, 計 ," 9,242,980 "," 64,945 "," 331,505 "," 79,967 "," 81,779 "," 84,142 "," 85,617 "," 486,866 "," 618,995 "," 656,495 "," 640,253 "," 751,627 "," 790,462 "," 695,426 "," 724,750 "," 738,773 "," 675,031 "," 587,310 "," 392,348 "," 304,859 "," 289,945 "," 227,927 "," 162,933 "," 74,338 "," 22,724 "," 4,735 ", 733 
 臺 灣 省 , 男 ," 4,727,261 "," 33,945 "," 173,815 "," 41,761 "," 43,054 "," 44,201 "," 44,799 "," 254,947 "," 323,584 "," 341,719 "," 332,321 "," 382,016 "," 400,562 "," 356,404 "," 379,585 "," 387,176 "," 349,245 "," 297,707 "," 194,899 "," 147,169 "," 136,431 "," 107,232 "," 82,310 "," 34,644 "," 9,344 "," 1,895 ", 311 
, 女 ," 4,515,719 "," 31,000 "," 157,690 "," 38,206 "," 38,725 "," 39,941 "," 40,818 "," 231,919 "," 295,411 "," 314,776 "," 307,932 "," 369,611 "," 389,900 "," 339,022 "," 345,165 "," 351,597 "," 325,786 "," 289,603 "," 197,449 "," 157,690 "," 153,514 "," 120,695 "," 80,623 "," 39,694 "," 13,380 "," 2,840 ", 422 
, 計 ," 460,486 "," 3,211 "," 14,636 "," 3,598 "," 3,538 "," 3,666 "," 3,834 "," 22,216 "," 30,208 "," 33,795 "," 32,938 "," 37,110 "," 36,503 "," 32,945 "," 36,112 "," 37,095 "," 34,275 "," 29,882 "," 19,246 "," 16,874 "," 16,792 "," 12,662 "," 8,503 "," 3,882 "," 1,296 ", 260 , 45 
 宜 蘭 縣 , 男 ," 234,682 "," 1,647 "," 7,646 "," 1,892 "," 1,863 "," 1,910 "," 1,981 "," 11,556 "," 15,884 "," 17,481 "," 17,200 "," 18,802 "," 18,723 "," 16,773 "," 18,925 "," 19,269 "," 17,447 "," 14,956 "," 9,603 "," 8,194 "," 8,033 "," 5,965 "," 4,215 "," 1,708 ", 534 , 102 , 19 
, 女 ," 225,804 "," 1,564 "," 6,990 "," 1,706 "," 1,675 "," 1,756 "," 1,853 "," 10,660 "," 14,324 "," 16,314 "," 15,738 "," 18,308 "," 17,780 "," 16,172 "," 17,187 "," 17,826 "," 16,828 "," 14,926 "," 9,643 "," 8,680 "," 8,759 "," 6,697 "," 4,288 "," 2,174 ", 762 , 158 , 26 
, 計 ," 2,002,060 "," 14,884 "," 80,255 "," 19,068 "," 19,818 "," 20,595 "," 20,774 "," 119,010 "," 149,192 "," 152,447 "," 141,151 "," 165,515 "," 181,646 "," 165,429 "," 168,498 "," 165,066 "," 143,529 "," 118,477 "," 71,945 "," 48,709 "," 39,818 "," 31,198 "," 28,331 "," 12,463 "," 3,571 ", 810 , 116 
 桃 園 縣 , 男 ," 1,009,274 "," 7,769 "," 42,017 "," 9,944 "," 10,328 "," 10,823 "," 10,922 "," 62,265 "," 77,993 "," 79,854 "," 73,410 "," 83,273 "," 89,448 "," 81,710 "," 83,481 "," 81,879 "," 70,780 "," 57,165 "," 34,020 "," 22,295 "," 17,746 "," 16,398 "," 18,286 "," 7,305 "," 1,774 ", 356 , 50 
, 女 ," 992,786 "," 7,115 "," 38,238 "," 9,124 "," 9,490 "," 9,772 "," 9,852 "," 56,745 "," 71,199 "," 72,593 "," 67,741 "," 82,242 "," 92,198 "," 83,719 "," 85,017 "," 83,187 "," 72,749 "," 61,312 "," 37,925 "," 26,414 "," 22,072 "," 14,800 "," 10,045 "," 5,158 "," 1,797 ", 454 , 66 
, 計 ," 513,015 "," 4,660 "," 24,441 "," 5,987 "," 6,165 "," 6,229 "," 6,060 "," 31,783 "," 36,106 "," 37,376 "," 33,561 "," 38,155 "," 46,193 "," 43,514 "," 41,604 "," 39,392 "," 33,300 "," 27,491 "," 18,220 "," 15,980 "," 15,513 "," 11,679 "," 8,488 "," 3,935 "," 1,290 ", 287 , 47 
 新 竹 縣 , 男 ," 264,014 "," 2,457 "," 12,840 "," 3,149 "," 3,281 "," 3,242 "," 3,168 "," 16,722 "," 18,961 "," 19,503 "," 17,377 "," 18,985 "," 22,474 "," 22,263 "," 21,915 "," 20,957 "," 17,775 "," 14,168 "," 9,222 "," 7,993 "," 7,693 "," 5,777 "," 4,406 "," 1,865 ", 537 , 110 , 14 
, 女 ," 249,001 "," 2,203 "," 11,601 "," 2,838 "," 2,884 "," 2,987 "," 2,892 "," 15,061 "," 17,145 "," 17,873 "," 16,184 "," 19,170 "," 23,719 "," 21,251 "," 19,689 "," 18,435 "," 15,525 "," 13,323 "," 8,998 "," 7,987 "," 7,820 "," 5,902 "," 4,082 "," 2,070 ", 753 , 177 , 33 
, 計 ," 560,968 "," 3,950 "," 19,731 "," 4,681 "," 4,864 "," 5,084 "," 5,102 "," 29,077 "," 35,492 "," 40,069 "," 40,422 "," 46,640 "," 45,747 "," 39,919 "," 41,388 "," 43,490 "," 40,674 "," 35,058 "," 24,153 "," 20,190 "," 20,001 "," 16,191 "," 11,314 "," 5,288 "," 1,729 ", 388 , 57 
 苗 栗 縣 , 男 ," 291,177 "," 2,031 "," 10,336 "," 2,446 "," 2,550 "," 2,698 "," 2,642 "," 15,482 "," 18,479 "," 20,945 "," 20,827 "," 23,873 "," 23,648 "," 21,335 "," 22,326 "," 23,363 "," 21,721 "," 18,173 "," 12,311 "," 10,197 "," 9,935 "," 7,708 "," 5,357 "," 2,256 ", 699 , 146 , 29 
, 女 ," 269,791 "," 1,919 "," 9,395 "," 2,235 "," 2,314 "," 2,386 "," 2,460 "," 13,595 "," 17,013 "," 19,124 "," 19,595 "," 22,767 "," 22,099 "," 18,584 "," 19,062 "," 20,127 "," 18,953 "," 16,885 "," 11,842 "," 9,993 "," 10,066 "," 8,483 "," 5,957 "," 3,032 "," 1,030 ", 242 , 28 
, 計 ," 1,307,286 "," 9,705 "," 47,293 "," 11,853 "," 11,611 "," 11,773 "," 12,056 "," 69,116 "," 86,602 "," 92,639 "," 96,601 "," 116,010 "," 115,107 "," 92,856 "," 93,435 "," 99,235 "," 93,245 "," 81,676 "," 55,757 "," 43,512 "," 43,409 "," 34,722 "," 22,260 "," 10,204 "," 3,206 ", 607 , 89 
 彰 化 縣 , 男 ," 670,812 "," 5,057 "," 24,867 "," 6,224 "," 5,996 "," 6,257 "," 6,390 "," 36,233 "," 45,419 "," 48,444 "," 50,668 "," 59,417 "," 59,360 "," 48,402 "," 49,118 "," 52,063 "," 48,627 "," 41,938 "," 28,304 "," 21,584 "," 20,716 "," 15,767 "," 9,708 "," 3,902 "," 1,022 ", 174 , 22 
, 女 ," 636,474 "," 4,648 "," 22,426 "," 5,629 "," 5,615 "," 5,516 "," 5,666 "," 32,883 "," 41,183 "," 44,195 "," 45,933 "," 56,593 "," 55,747 "," 44,454 "," 44,317 "," 47,172 "," 44,618 "," 39,738 "," 27,453 "," 21,928 "," 22,693 "," 18,955 "," 12,552 "," 6,302 "," 2,184 ", 433 , 67 
, 計 ," 526,491 "," 3,196 "," 16,441 "," 3,836 "," 4,003 "," 4,285 "," 4,317 "," 25,204 "," 33,167 "," 37,281 "," 37,358 "," 42,874 "," 41,355 "," 35,264 "," 39,772 "," 42,779 "," 40,327 "," 35,563 "," 24,544 "," 19,576 "," 19,503 "," 15,421 "," 10,464 "," 4,682 "," 1,403 ", 277 , 40 
 南 投 縣 , 男 ," 271,053 "," 1,644 "," 8,592 "," 2,023 "," 2,057 "," 2,248 "," 2,264 "," 13,091 "," 17,149 "," 19,309 "," 19,366 "," 22,093 "," 21,592 "," 18,321 "," 21,102 "," 22,670 "," 21,217 "," 18,601 "," 12,441 "," 9,672 "," 9,363 "," 7,281 "," 4,886 "," 2,019 ", 522 , 107 , 15 
, 女 ," 255,438 "," 1,552 "," 7,849 "," 1,813 "," 1,946 "," 2,037 "," 2,053 "," 12,113 "," 16,018 "," 17,972 "," 17,992 "," 20,781 "," 19,763 "," 16,943 "," 18,670 "," 20,109 "," 19,110 "," 16,962 "," 12,103 "," 9,904 "," 10,140 "," 8,140 "," 5,578 "," 2,663 ", 881 , 170 , 25 
, 計 ," 717,653 "," 4,725 "," 23,829 "," 5,735 "," 5,973 "," 6,003 "," 6,118 "," 35,377 "," 44,971 "," 45,355 "," 46,371 "," 57,782 "," 60,550 "," 50,800 "," 53,418 "," 54,896 "," 50,382 "," 46,633 "," 34,603 "," 29,713 "," 30,249 "," 23,791 "," 15,175 "," 6,534 "," 2,066 ", 383 , 50 
 雲 林 縣 , 男 ," 374,746 "," 2,536 "," 12,639 "," 3,009 "," 3,222 "," 3,184 "," 3,224 "," 18,629 "," 23,640 "," 23,598 "," 24,144 "," 29,556 "," 31,387 "," 27,352 "," 30,467 "," 31,252 "," 27,828 "," 24,977 "," 17,968 "," 14,607 "," 14,275 "," 10,434 "," 6,372 "," 2,342 ", 619 , 108 , 16 
, 女 ," 342,907 "," 2,189 "," 11,190 "," 2,726 "," 2,751 "," 2,819 "," 2,894 "," 16,748 "," 21,331 "," 21,757 "," 22,227 "," 28,226 "," 29,163 "," 23,448 "," 22,951 "," 23,644 "," 22,554 "," 21,656 "," 16,635 "," 15,106 "," 15,974 "," 13,357 "," 8,803 "," 4,192 "," 1,447 ", 275 , 34 
, 計 ," 543,248 "," 3,233 "," 16,950 "," 4,081 "," 4,198 "," 4,324 "," 4,347 "," 24,947 "," 30,948 "," 34,960 "," 35,870 "," 42,632 "," 43,131 "," 37,300 "," 41,227 "," 44,288 "," 40,930 "," 36,249 "," 25,547 "," 22,015 "," 23,251 "," 19,356 "," 12,799 "," 5,537 "," 1,696 ", 341 , 41 
 嘉 義 縣 , 男 ," 283,284 "," 1,669 "," 8,914 "," 2,147 "," 2,216 "," 2,263 "," 2,288 "," 12,952 "," 16,326 "," 18,068 "," 18,484 "," 21,869 "," 22,279 "," 19,936 "," 23,201 "," 25,246 "," 22,882 "," 19,613 "," 13,114 "," 10,643 "," 10,914 "," 8,680 "," 5,590 "," 2,166 ", 616 , 111 , 11 
, 女 ," 259,964 "," 1,564 "," 8,036 "," 1,934 "," 1,982 "," 2,061 "," 2,059 "," 11,995 "," 14,622 "," 16,892 "," 17,386 "," 20,763 "," 20,852 "," 17,364 "," 18,026 "," 19,042 "," 18,048 "," 16,636 "," 12,433 "," 11,372 "," 12,337 "," 10,676 "," 7,209 "," 3,371 "," 1,080 ", 230 , 30 
, 計 ," 873,509 "," 4,940 "," 26,213 "," 6,110 "," 6,446 "," 6,639 "," 7,018 "," 40,741 "," 55,029 "," 60,704 "," 59,986 "," 69,776 "," 72,870 "," 62,376 "," 68,266 "," 71,506 "," 67,645 "," 61,175 "," 41,975 "," 32,331 "," 30,358 "," 23,215 "," 15,455 "," 6,664 "," 1,910 ", 329 , 45 
 屏 東 縣 , 男 ," 449,267 "," 2,660 "," 13,731 "," 3,139 "," 3,399 "," 3,500 "," 3,693 "," 21,111 "," 28,841 "," 31,525 "," 30,816 "," 35,633 "," 38,007 "," 32,512 "," 36,443 "," 37,733 "," 34,846 "," 31,171 "," 21,044 "," 15,925 "," 14,737 "," 10,852 "," 7,628 "," 3,090 ", 794 , 142 , 26 
, 女 ," 424,242 "," 2,280 "," 12,482 "," 2,971 "," 3,047 "," 3,139 "," 3,325 "," 19,630 "," 26,188 "," 29,179 "," 29,170 "," 34,143 "," 34,863 "," 29,864 "," 31,823 "," 33,773 "," 32,799 "," 30,004 "," 20,931 "," 16,406 "," 15,621 "," 12,363 "," 7,827 "," 3,574 "," 1,116 ", 187 , 19 
, 計 ," 230,673 "," 1,618 "," 7,854 "," 1,863 "," 1,940 "," 1,970 "," 2,081 "," 11,339 "," 14,586 "," 15,664 "," 15,218 "," 17,897 "," 18,155 "," 17,256 "," 18,345 "," 18,900 "," 17,426 "," 15,494 "," 10,815 "," 8,454 "," 7,775 "," 6,116 "," 4,646 "," 2,296 ", 666 , 133 , 20 
 臺 東 縣 , 男 ," 120,747 ", 836 ," 4,111 ", 955 ," 1,049 "," 1,011 "," 1,096 "," 5,918 "," 7,526 "," 8,202 "," 8,063 "," 9,348 "," 9,599 "," 9,359 "," 10,399 "," 10,480 "," 9,268 "," 7,694 "," 5,260 "," 4,055 "," 3,600 "," 2,819 "," 2,511 "," 1,267 ", 346 , 77 , 9 
, 女 ," 109,926 ", 782 ," 3,743 ", 908 , 891 , 959 , 985 ," 5,421 "," 7,060 "," 7,462 "," 7,155 "," 8,549 "," 8,556 "," 7,897 "," 7,946 "," 8,420 "," 8,158 "," 7,800 "," 5,555 "," 4,399 "," 4,175 "," 3,297 "," 2,135 "," 1,029 ", 320 , 56 , 11 
, 計 ," 338,805 "," 2,254 "," 10,933 "," 2,588 "," 2,651 "," 2,802 "," 2,892 "," 16,138 "," 21,634 "," 24,062 "," 22,667 "," 26,590 "," 27,323 "," 24,928 "," 26,276 "," 27,271 "," 26,513 "," 23,605 "," 16,193 "," 12,111 "," 10,692 "," 8,405 "," 6,636 "," 3,223 "," 1,046 ", 253 , 52 
 花 蓮 縣 , 男 ," 174,584 "," 1,175 "," 5,736 "," 1,360 "," 1,391 "," 1,455 "," 1,530 "," 8,420 "," 11,281 "," 12,355 "," 11,686 "," 13,907 "," 14,315 "," 12,911 "," 14,094 "," 14,271 "," 13,582 "," 11,933 "," 7,866 "," 5,715 "," 4,928 "," 4,044 "," 3,755 "," 1,866 ", 573 , 142 , 29 
, 女 ," 164,221 "," 1,079 "," 5,197 "," 1,228 "," 1,260 "," 1,347 "," 1,362 "," 7,718 "," 10,353 "," 11,707 "," 10,981 "," 12,683 "," 13,008 "," 12,017 "," 12,182 "," 13,000 "," 12,931 "," 11,672 "," 8,327 "," 6,396 "," 5,764 "," 4,361 "," 2,881 "," 1,357 ", 473 , 111 , 23 
, 計 ," 96,918 ", 624 ," 3,068 ", 758 , 751 , 762 , 797 ," 4,236 "," 5,232 "," 6,470 "," 6,971 "," 7,986 "," 8,417 "," 7,375 "," 7,409 "," 7,467 "," 7,072 "," 6,089 "," 4,467 "," 3,309 "," 3,438 "," 3,351 "," 2,338 "," 1,156 ", 370 , 65 , 8 
 澎 湖 縣 , 男 ," 49,769 ", 328 ," 1,602 ", 383 , 402 , 403 , 414 ," 2,210 "," 2,734 "," 3,317 "," 3,525 "," 4,040 "," 4,222 "," 3,855 "," 4,069 "," 4,129 "," 3,807 "," 3,122 "," 2,194 "," 1,631 "," 1,672 "," 1,557 "," 1,130 ", 462 , 134 , 28 , 1 
, 女 ," 47,149 ", 296 ," 1,466 ", 375 , 349 , 359 , 383 ," 2,026 "," 2,498 "," 3,153 "," 3,446 "," 3,946 "," 4,195 "," 3,520 "," 3,340 "," 3,338 "," 3,265 "," 2,967 "," 2,273 "," 1,678 "," 1,766 "," 1,794 "," 1,208 ", 694 , 236 , 37 , 7 
, 計 ," 384,134 "," 1,979 "," 10,908 "," 2,575 "," 2,610 "," 2,817 "," 2,906 "," 16,887 "," 24,614 "," 27,460 "," 26,585 "," 29,629 "," 31,037 "," 29,356 "," 32,051 "," 33,617 "," 32,102 "," 28,105 "," 17,458 "," 12,022 "," 11,473 "," 8,304 "," 6,161 "," 3,167 ", 928 , 244 , 47 
 基 隆 市 , 男 ," 193,573 "," 1,009 "," 5,656 "," 1,325 "," 1,399 "," 1,457 "," 1,475 "," 8,876 "," 12,789 "," 14,197 "," 13,830 "," 15,167 "," 15,785 "," 14,832 "," 16,173 "," 17,092 "," 16,018 "," 13,834 "," 8,492 "," 5,576 "," 5,087 "," 3,834 "," 3,134 "," 1,608 ", 437 , 119 , 28 
, 女 ," 190,561 ", 970 ," 5,252 "," 1,250 "," 1,211 "," 1,360 "," 1,431 "," 8,011 "," 11,825 "," 13,263 "," 12,755 "," 14,462 "," 15,252 "," 14,524 "," 15,878 "," 16,525 "," 16,084 "," 14,271 "," 8,966 "," 6,446 "," 6,386 "," 4,470 "," 3,027 "," 1,559 ", 491 , 125 , 19 
, 計 ," 415,344 "," 4,320 "," 20,104 "," 5,229 "," 5,032 "," 4,966 "," 4,877 "," 25,424 "," 29,615 "," 28,390 "," 26,431 "," 32,119 "," 39,957 "," 35,595 "," 34,673 "," 32,140 "," 27,959 "," 24,085 "," 15,537 "," 11,297 "," 9,653 "," 7,375 "," 6,135 "," 3,251 ", 982 , 242 , 60 
 新 竹 市 , 男 ," 206,243 "," 2,266 "," 10,468 "," 2,709 "," 2,712 "," 2,572 "," 2,475 "," 13,355 "," 15,411 "," 14,585 "," 13,631 "," 15,610 "," 18,805 "," 17,376 "," 17,211 "," 16,228 "," 13,812 "," 11,767 "," 7,410 "," 5,053 "," 4,200 "," 3,361 "," 3,262 "," 1,775 ", 495 , 128 , 34 
, 女 ," 209,101 "," 2,054 "," 9,636 "," 2,520 "," 2,320 "," 2,394 "," 2,402 "," 12,069 "," 14,204 "," 13,805 "," 12,800 "," 16,509 "," 21,152 "," 18,219 "," 17,462 "," 15,912 "," 14,147 "," 12,318 "," 8,127 "," 6,244 "," 5,453 "," 4,014 "," 2,873 "," 1,476 ", 487 , 114 , 26 
, 計 ," 272,390 "," 1,646 "," 8,849 "," 2,005 "," 2,179 "," 2,227 "," 2,438 "," 15,371 "," 21,599 "," 19,823 "," 18,123 "," 20,912 "," 22,471 "," 20,513 "," 22,276 "," 21,631 "," 19,652 "," 17,728 "," 11,888 "," 8,766 "," 8,020 "," 6,141 "," 4,228 "," 2,056 ", 565 , 116 , 16 
 嘉 義 市 , 男 ," 134,036 ", 861 ," 4,660 "," 1,056 "," 1,189 "," 1,178 "," 1,237 "," 8,127 "," 11,151 "," 10,336 "," 9,294 "," 10,443 "," 10,918 "," 9,467 "," 10,661 "," 10,544 "," 9,635 "," 8,595 "," 5,650 "," 4,029 "," 3,532 "," 2,755 "," 2,070 "," 1,013 ", 242 , 45 , 8 
, 女 ," 138,354 ", 785 ," 4,189 ", 949 , 990 ," 1,049 "," 1,201 "," 7,244 "," 10,448 "," 9,487 "," 8,829 "," 10,469 "," 11,553 "," 11,046 "," 11,615 "," 11,087 "," 10,017 "," 9,133 "," 6,238 "," 4,737 "," 4,488 "," 3,386 "," 2,158 "," 1,043 ", 323 , 71 , 8 
, 計 ," 107,308 "," 1,098 "," 4,289 "," 1,194 "," 1,119 "," 1,075 ", 901 ," 4,155 "," 4,757 "," 7,068 "," 8,319 "," 8,549 "," 8,968 "," 8,222 "," 8,542 "," 9,018 "," 9,237 "," 7,743 "," 4,734 "," 3,701 "," 3,289 "," 2,581 "," 1,533 ", 956 , 381 , 124 , 44 
 福 建 省 , 男 ," 55,615 ", 575 ," 2,239 ", 600 , 566 , 604 , 469 ," 2,154 "," 2,477 "," 3,595 "," 4,218 "," 4,291 "," 4,325 "," 4,304 "," 4,702 "," 4,965 "," 4,993 "," 4,038 "," 2,481 "," 2,016 "," 1,800 "," 1,346 ", 576 , 334 , 132 , 40 , 14 
, 女 ," 51,693 ", 523 ," 2,050 ", 594 , 553 , 471 , 432 ," 2,001 "," 2,280 "," 3,473 "," 4,101 "," 4,258 "," 4,643 "," 3,918 "," 3,840 "," 4,053 "," 4,244 "," 3,705 "," 2,253 "," 1,685 "," 1,489 "," 1,235 ", 957 , 622 , 249 , 84 , 30 
, 計 ," 97,364 "," 1,007 "," 3,891 "," 1,088 "," 1,023 ", 969 , 811 ," 3,710 "," 4,251 "," 6,428 "," 7,663 "," 7,783 "," 8,131 "," 7,381 "," 7,725 "," 8,151 "," 8,336 "," 6,995 "," 4,241 "," 3,451 "," 3,061 "," 2,392 "," 1,403 ", 873 , 337 , 114 , 40 
 金 門 縣 , 男 ," 49,871 ", 526 ," 2,020 ", 540 , 519 , 542 , 419 ," 1,918 "," 2,208 "," 3,246 "," 3,852 "," 3,840 "," 3,876 "," 3,813 "," 4,161 "," 4,426 "," 4,428 "," 3,581 "," 2,200 "," 1,855 "," 1,675 "," 1,260 ", 522 , 301 , 114 , 37 , 12 
